id	string	family	given	name	flag	start	end
bm000128188	Bauer, Ralf (1968-)	Bauer	Ralf	Ralf Bauer		1968	
bm000137918	Ayarza, E. (fl. 1997)	Ayarza	E.	E. Ayarza	fl. 	1997	
bm000152848	Murashige, T. (fl. 1949)	Murashige	T.	T. Murashige	fl. 	1949	
bm000120910	Bauer, Fritz (1872-)	Bauer	Fritz	Fritz Bauer		1872	
bm000046731	Gallerand (fl. 1852-1854)	Gallerand (fl. 1852-1854)             					
bm000011970	Howe, Augustine (fl. 1994-2000)	Howe	Augustine	Augustine Howe	fl. 	1994	2000
bm000152013	Johnson, L.R. (1945-)	Johnson	L.R.	L.R. Johnson		1945	
bm000029167	Puiggandean (fl. 1957)	Puiggandean (fl. 1957)             					
bm000151375	Fulford, Margaret Hannah (1904-)	Fulford	Margaret Hannah	Margaret Hannah Fulford		1904	
bm000390660	Boyd, William Brack (1831-1918)	Boyd	William Brack	William Brack Boyd		1831	1918
bm000133900	Pinto-Basto, Maria Fernanda (1938-)	Pinto-Basto	Maria Fernanda	Maria Fernanda Pinto-Basto		1938	
bm000141333	Rodríguez, Oris (fl. 2004)	Rodríguez	Oris	Oris Rodríguez	fl. 	2004	
bm000366384	Honey, Edwin Earle (1891-1956)	Honey	Edwin Earle	Edwin Earle Honey		1891	1956
bm000363742	Cobb, Nathan Augustus (1859-1932)	Cobb	Nathan Augustus	Nathan Augustus Cobb		1859	1932
bm000061424	Guyon, C.L. (fl. 1847-1850)	Guyon	C.L.	C.L. Guyon	fl. 	1847	1850
bm000348440	Chandler, G.L.	Chandler	G.L.	G.L. Chandler			
bm000123499	Aurich, Christine (1963-)	Aurich	Christine	Christine Aurich		1963	
bm000079287	Cárdenas Soriano, María de los Ángeles (1949-)	Cárdenas Soriano	María de los Ángeles	María de los Ángeles Cárdenas Soriano		1949	
bm000335548	Lindeberg, Carl Johan (1815-1900)	Lindeberg	Carl Johan	Carl Johan Lindeberg		1815	1900
bm000400010	Able, C.	Able	C.	C. Able			
bm000337909	Yakin bin A., Omar	Yakin bin A.	Omar	Omar Yakin bin A.			
bm000379810	Rivera, F.	Rivera	F.	F. Rivera			
bm000040248	Phillips, P. (fl. 1932)	Phillips	P.	P. Phillips	fl. 	1932	
bm000353354	Silva Tavares, Joaquim da (1866-1931)	Silva Tavares	Joaquim da	Joaquim da Silva Tavares		1866	1931
bm000368064	Reese-Krug, Heike	Reese-Krug	Heike	Heike Reese-Krug			
bm000381125	Lindahl, Per-Olof (1922-)	Lindahl	Per-Olof	Per-Olof Lindahl		1922	
bm000358180	Smith, B. Chipchase	Smith	B. Chipchase	B. Chipchase Smith			
bm000151890	Hunter, J. (1728-1793)	Hunter	J.	J. Hunter		1728	1793
bm000348252	Skyrme, Henry	Skyrme	Henry	Henry Skyrme			
bm000152999	Olabi, M.N. (fl. 1993-1994)	Olabi	M.N.	M.N. Olabi	fl. 	1993	1994
bm000391668	Bohler, John (1797-1872)	Bohler	John	John Bohler		1797	1872
bm000369318	Luknitskaya, A.F. (1937-)	Luknitskaya	A.F.	A.F. Luknitskaya		1937	
bm000372014	Mori, M.	Mori	M.	M. Mori			
bm000349035	Wagner, Johannes Gerhard (1706-1759)	Wagner	Johannes Gerhard	Johannes Gerhard Wagner		1706	1759
bm000068373	Cerati, T.M. (fl. 1987)	Cerati	T.M.	T.M. Cerati	fl. 	1987	
bm000065563	During, Hein (Heinjo) Johannes (1947-)	During	Hein	Hein During			
bm000355178	Yu, Jia-Bin	Yu	Jia-Bin	Jia-Bin Yu			
bm000032163	Kaiser, Alfred (1862-1930)	Kaiser	Alfred	Alfred Kaiser		1862	1930
bm000379217	McDuffie, Arthur F. (1884-)	McDuffie	Arthur F.	Arthur F. McDuffie		1884	
bm000371611	Alomar, Guillem	Alomar	Guillem	Guillem Alomar			
bm000332056	Andrade, José Cardoso de	Andrade	José Cardoso de	José Cardoso de Andrade			
bm000044056	Rouy (fl. 1904)	Rouy (fl. 1904)             					
bm000041318	Klunzinger, Carl Benjamin (1834-1914)	Klunzinger	Carl Benjamin	Carl Benjamin Klunzinger		1834	1914
bm000353669	Garside (fl. 1946)	Garside (fl. 1946)             					
bm000346496	Napatia	Napatia             					
bm000047400	Andersen, S. (fl. 1785-1811)	Andersen	S.	S. Andersen	fl. 	1785	1811
bm000369417	Yang, Xiu-Jian (1955-)	Yang	Xiu-Jian	Xiu-Jian Yang		1955	
bm000373231	Hue, Auguste-Marie (1840-1917)	Hue	Auguste-Marie	Auguste-Marie Hue		1840	1917
bm000340801	Bjelson, M.	Bjelson	M.	M. Bjelson			
bm000064802	Galiano Sanchez, Washington (1951-)	Galiano Sanchez	Washington	Washington Galiano Sanchez		1951	
bm000393012	Sturt, Charles (1795-1869)	Sturt	Charles	Charles Sturt		1795	1869
bm000151922	Ilahi, I. (fl. 1982)	Ilahi	I.	I. Ilahi	fl. 	1982	
bm000500063	Zuccarini, Franz (1799-1833)	Zuccarini	Franz	Franz Zuccarini		1799	1833
bm000001016	Bredemeyer, Franz (1758-1839)	Bredemeyer	Franz	Franz Bredemeyer		1758	1839
bm000344028	Woods, M.G.	Woods	M.G.	M.G. Woods			
bm000344330	Ngaretan	Ngaretan             					
bm000132734	Rasolofonirina, J.-J. (fl. 2003)	Rasolofonirina	J.-J.	J.-J. Rasolofonirina	fl. 	2003	
bm000127022	Asamany, V.I.K. (fl. 1934)	Asamany	V.I.K.	V.I.K. Asamany	fl. 	1934	
bm000130566	Diallo, A.K. (fl. 1966-1971)	Diallo	A.K.	A.K. Diallo	fl. 	1966	1971
bm000150178	Araujo, A.O.	Araujo	A.O.	A.O. Araujo			
bm000123425	Milius, Pierre-Bernard (1773-1829)	Milius	Pierre-Bernard	Pierre-Bernard Milius		1773	1829
bm000359152	Nicholson, William Alexander (1858-1935)	Nicholson	William Alexander	William Alexander Nicholson		1858	1935
bm000133597	Corner, S.G.	Corner	S.G.	S.G. Corner			
bm000357651	Patria	Patria             					
bm000135239	Ocampo, J.	Ocampo	J.	J. Ocampo			
bm000352130	Stewart, Gilbert A.C. (-1876)	Stewart	Gilbert A.C.	Gilbert A.C. Stewart			
bm000118369	Velásquez S., María Patricia (fl. 1976-1990)	Velásquez S.	María Patricia	María Patricia Velásquez S.	fl. 	1976	1990
bm000134632	Thompson, G.H.	Thompson	G.H.	G.H. Thompson			
bm000002899	Gentil, Ambroise (1842-1929)	Gentil	Ambroise	Ambroise Gentil		1842	1929
bm000340623	Petersen, P. Boye	Petersen	P. Boye	P. Boye Petersen			
bm000500153	Smith-White, S. (fl. 1942)	Smith-White	S.	S. Smith-White	fl. 	1942	
bm000003640	Hieronymus, Georg Hans Emmo (Emo) Wolfgang (1846-1921)	Hieronymus	Georg Hans Emmo	Georg Hans Emmo Hieronymus			
bm000380040	Yang, Jun-Liang (1930-)	Yang	Jun-Liang	Jun-Liang Yang		1930	
bm000357543	Ludey	Ludey             					
bm000118968	Seaforth	Seaforth             					
bm000150004	Écoles Forest. Fianarantsoa	Écoles Forest. Fianarantsoa             					
bm000029515	Philippi, Bernhard Eunom (Bernardo) (1811-1852)	Philippi	Bernhard Eunom	Bernhard Eunom Philippi			
bm000371715	Jensen, H.A.	Jensen	H.A.	H.A. Jensen			
bm000339820	Martin, Peter (1812-)	Martin	Peter	Peter Martin		1812	
bm000367853	Prokudin, Juri Nikolajevi (1911-)	Prokudin	Juri Nikolajevi	Juri Nikolajevi Prokudin		1911	
bm000374190	Jaccard, Henri (1844-1922)	Jaccard	Henri	Henri Jaccard		1844	1922
bm000373773	Smart, Robert F.	Smart	Robert F.	Robert F. Smart			
bm000128769	Stone, John Richard (1968-)	Stone	John Richard	John Richard Stone		1968	
bm000150288	Barets, R. (fl. 1964)	Barets	R.	R. Barets	fl. 	1964	
bm000334207	Dale, Hugh M. (1919-)	Dale	Hugh M.	Hugh M. Dale		1919	
bm000080740	Verduyn, G.P. (fl. 1986-1987)	Verduyn	G.P.	G.P. Verduyn	fl. 	1986	1987
bm000053174	Kundegraber, Hermann	Kundegraber	Hermann	Hermann Kundegraber			
bm000381461	Parker, Etta	Parker	Etta	Etta Parker			
bm000347396	Trana, Thomas D. (1951-)	Trana	Thomas D.	Thomas D. Trana		1951	
bm000353610	Berg, Karl Heinrich Edmund (1800-1874)	Berg	Karl Heinrich Edmund	Karl Heinrich Edmund Berg		1800	1874
bm000362470	Vestergaard, H.A.B. (1872-)	Vestergaard	H.A.B.	H.A.B. Vestergaard		1872	
bm000327085	Potzger, John Ernest (1886-1955)	Potzger	John Ernest	John Ernest Potzger		1886	1955
bm000377313	Mainland, Gordon B.	Mainland	Gordon B.	Gordon B. Mainland			
bm000375104	Benson, Richard Brownlow (c. 1831-1914)	Benson	Richard Brownlow	Richard Brownlow Benson			
bm000011039	Armbruster, William Scott (1951-)	Armbruster	William Scott	William Scott Armbruster		1951	
bm000347885	Septimen	Septimen             					
bm000367541	Newroth, Peter R. (fl. 1972-2001)	Newroth	Peter R.	Peter R. Newroth	fl. 	1972	2001
bm000340922	Clarke, J.	Clarke	J.	J. Clarke			
bm000346169	Gholamreza, Amin	Gholamreza	Amin	Amin Gholamreza			
bm000339723	Long, Albert George	Long	Albert George	Albert George Long			
bm000128188	Bauer, Ralf (1968-)	Bauer	Ralf	Ralf Bauer		1968	
bm000137918	Ayarza, E. (fl. 1997)	Ayarza	E.	E. Ayarza	fl. 	1997	
bm000152848	Murashige, T. (fl. 1949)	Murashige	T.	T. Murashige	fl. 	1949	
bm000120910	Bauer, Fritz (1872-)	Bauer	Fritz	Fritz Bauer		1872	
bm000046731	Gallerand (fl. 1852-1854)	Gallerand (fl. 1852-1854)             					
bm000011970	Howe, Augustine (fl. 1994-2000)	Howe	Augustine	Augustine Howe	fl. 	1994	2000
bm000152013	Johnson, L.R. (1945-)	Johnson	L.R.	L.R. Johnson		1945	
bm000029167	Puiggandean (fl. 1957)	Puiggandean (fl. 1957)             					
bm000151375	Fulford, Margaret Hannah (1904-)	Fulford	Margaret Hannah	Margaret Hannah Fulford		1904	
bm000390660	Boyd, William Brack (1831-1918)	Boyd	William Brack	William Brack Boyd		1831	1918
bm000133900	Pinto-Basto, Maria Fernanda (1938-)	Pinto-Basto	Maria Fernanda	Maria Fernanda Pinto-Basto		1938	
bm000141333	Rodríguez, Oris (fl. 2004)	Rodríguez	Oris	Oris Rodríguez	fl. 	2004	
bm000366384	Honey, Edwin Earle (1891-1956)	Honey	Edwin Earle	Edwin Earle Honey		1891	1956
bm000363742	Cobb, Nathan Augustus (1859-1932)	Cobb	Nathan Augustus	Nathan Augustus Cobb		1859	1932
bm000061424	Guyon, C.L. (fl. 1847-1850)	Guyon	C.L.	C.L. Guyon	fl. 	1847	1850
bm000348440	Chandler, G.L.	Chandler	G.L.	G.L. Chandler			
bm000123499	Aurich, Christine (1963-)	Aurich	Christine	Christine Aurich		1963	
bm000079287	Cárdenas Soriano, María de los Ángeles (1949-)	Cárdenas Soriano	María de los Ángeles	María de los Ángeles Cárdenas Soriano		1949	
bm000335548	Lindeberg, Carl Johan (1815-1900)	Lindeberg	Carl Johan	Carl Johan Lindeberg		1815	1900
bm000400010	Able, C.	Able	C.	C. Able			
bm000337909	Yakin bin A., Omar	Yakin bin A.	Omar	Omar Yakin bin A.			
bm000379810	Rivera, F.	Rivera	F.	F. Rivera			
bm000040248	Phillips, P. (fl. 1932)	Phillips	P.	P. Phillips	fl. 	1932	
bm000353354	Silva Tavares, Joaquim da (1866-1931)	Silva Tavares	Joaquim da	Joaquim da Silva Tavares		1866	1931
bm000368064	Reese-Krug, Heike	Reese-Krug	Heike	Heike Reese-Krug			
bm000381125	Lindahl, Per-Olof (1922-)	Lindahl	Per-Olof	Per-Olof Lindahl		1922	
bm000358180	Smith, B. Chipchase	Smith	B. Chipchase	B. Chipchase Smith			
bm000151890	Hunter, J. (1728-1793)	Hunter	J.	J. Hunter		1728	1793
bm000348252	Skyrme, Henry	Skyrme	Henry	Henry Skyrme			
bm000152999	Olabi, M.N. (fl. 1993-1994)	Olabi	M.N.	M.N. Olabi	fl. 	1993	1994
bm000391668	Bohler, John (1797-1872)	Bohler	John	John Bohler		1797	1872
bm000369318	Luknitskaya, A.F. (1937-)	Luknitskaya	A.F.	A.F. Luknitskaya		1937	
bm000372014	Mori, M.	Mori	M.	M. Mori			
bm000349035	Wagner, Johannes Gerhard (1706-1759)	Wagner	Johannes Gerhard	Johannes Gerhard Wagner		1706	1759
bm000068373	Cerati, T.M. (fl. 1987)	Cerati	T.M.	T.M. Cerati	fl. 	1987	
bm000065563	During, Hein (Heinjo) Johannes (1947-)	During	Hein	Hein During			
bm000355178	Yu, Jia-Bin	Yu	Jia-Bin	Jia-Bin Yu			
bm000032163	Kaiser, Alfred (1862-1930)	Kaiser	Alfred	Alfred Kaiser		1862	1930
bm000379217	McDuffie, Arthur F. (1884-)	McDuffie	Arthur F.	Arthur F. McDuffie		1884	
bm000371611	Alomar, Guillem	Alomar	Guillem	Guillem Alomar			
bm000332056	Andrade, José Cardoso de	Andrade	José Cardoso de	José Cardoso de Andrade			
bm000044056	Rouy (fl. 1904)	Rouy (fl. 1904)             					
bm000041318	Klunzinger, Carl Benjamin (1834-1914)	Klunzinger	Carl Benjamin	Carl Benjamin Klunzinger		1834	1914
bm000353669	Garside (fl. 1946)	Garside (fl. 1946)             					
bm000346496	Napatia	Napatia             					
bm000047400	Andersen, S. (fl. 1785-1811)	Andersen	S.	S. Andersen	fl. 	1785	1811
bm000369417	Yang, Xiu-Jian (1955-)	Yang	Xiu-Jian	Xiu-Jian Yang		1955	
bm000373231	Hue, Auguste-Marie (1840-1917)	Hue	Auguste-Marie	Auguste-Marie Hue		1840	1917
bm000340801	Bjelson, M.	Bjelson	M.	M. Bjelson			
bm000064802	Galiano Sanchez, Washington (1951-)	Galiano Sanchez	Washington	Washington Galiano Sanchez		1951	
bm000393012	Sturt, Charles (1795-1869)	Sturt	Charles	Charles Sturt		1795	1869
bm000151922	Ilahi, I. (fl. 1982)	Ilahi	I.	I. Ilahi	fl. 	1982	
bm000500063	Zuccarini, Franz (1799-1833)	Zuccarini	Franz	Franz Zuccarini		1799	1833
bm000001016	Bredemeyer, Franz (1758-1839)	Bredemeyer	Franz	Franz Bredemeyer		1758	1839
bm000344028	Woods, M.G.	Woods	M.G.	M.G. Woods			
bm000344330	Ngaretan	Ngaretan             					
bm000132734	Rasolofonirina, J.-J. (fl. 2003)	Rasolofonirina	J.-J.	J.-J. Rasolofonirina	fl. 	2003	
bm000127022	Asamany, V.I.K. (fl. 1934)	Asamany	V.I.K.	V.I.K. Asamany	fl. 	1934	
bm000130566	Diallo, A.K. (fl. 1966-1971)	Diallo	A.K.	A.K. Diallo	fl. 	1966	1971
bm000150178	Araujo, A.O.	Araujo	A.O.	A.O. Araujo			
bm000123425	Milius, Pierre-Bernard (1773-1829)	Milius	Pierre-Bernard	Pierre-Bernard Milius		1773	1829
bm000359152	Nicholson, William Alexander (1858-1935)	Nicholson	William Alexander	William Alexander Nicholson		1858	1935
bm000133597	Corner, S.G.	Corner	S.G.	S.G. Corner			
bm000357651	Patria	Patria             					
bm000135239	Ocampo, J.	Ocampo	J.	J. Ocampo			
bm000352130	Stewart, Gilbert A.C. (-1876)	Stewart	Gilbert A.C.	Gilbert A.C. Stewart			
bm000118369	Velásquez S., María Patricia (fl. 1976-1990)	Velásquez S.	María Patricia	María Patricia Velásquez S.	fl. 	1976	1990
bm000134632	Thompson, G.H.	Thompson	G.H.	G.H. Thompson			
bm000002899	Gentil, Ambroise (1842-1929)	Gentil	Ambroise	Ambroise Gentil		1842	1929
bm000340623	Petersen, P. Boye	Petersen	P. Boye	P. Boye Petersen			
bm000500153	Smith-White, S. (fl. 1942)	Smith-White	S.	S. Smith-White	fl. 	1942	
bm000003640	Hieronymus, Georg Hans Emmo (Emo) Wolfgang (1846-1921)	Hieronymus	Georg Hans Emmo	Georg Hans Emmo Hieronymus			
bm000380040	Yang, Jun-Liang (1930-)	Yang	Jun-Liang	Jun-Liang Yang		1930	
bm000357543	Ludey	Ludey             					
bm000118968	Seaforth	Seaforth             					
bm000150004	Écoles Forest. Fianarantsoa	Écoles Forest. Fianarantsoa             					
bm000029515	Philippi, Bernhard Eunom (Bernardo) (1811-1852)	Philippi	Bernhard Eunom	Bernhard Eunom Philippi			
bm000371715	Jensen, H.A.	Jensen	H.A.	H.A. Jensen			
bm000339820	Martin, Peter (1812-)	Martin	Peter	Peter Martin		1812	
bm000367853	Prokudin, Juri Nikolajevi (1911-)	Prokudin	Juri Nikolajevi	Juri Nikolajevi Prokudin		1911	
bm000374190	Jaccard, Henri (1844-1922)	Jaccard	Henri	Henri Jaccard		1844	1922
bm000365406	Lagerström, Magnus von (1696-1759)	Lagerström	Magnus von	Magnus von Lagerström		1696	1759
bm000349906	Shimizu, H. (1940-)	Shimizu	H.	H. Shimizu		1940	
bm000348797	Pirkola, Ari (1956-)	Pirkola	Ari	Ari Pirkola		1956	
